data,k,alpha,run idx,result,violation,time, status
dense_90,8,10,4,204195.991008,0,1848.000000,FEASIBLE
dense_90,8,11,0,200386.991008,0,1932.000000,FEASIBLE
dense_90,8,11,1,201139.991008,0,2606.000000,FEASIBLE
dense_90,8,11,2,202508.991008,0,2542.000000,FEASIBLE
dense_90,8,11,3,200483.991008,0,2318.000000,FEASIBLE
dense_90,8,11,4,200427.991008,0,2223.000000,FEASIBLE
dense_100,6,10,0,243735.836080,0,2583.000000,FEASIBLE
dense_100,6,10,1,241792.836080,0,2822.000000,FEASIBLE
dense_100,6,10,2,242104.836080,0,2936.000000,FEASIBLE
dense_100,6,10,3,242849.836080,0,2634.000000,FEASIBLE
dense_100,6,10,4,243587.836080,0,2440.000000,FEASIBLE
dense_100,6,11,0,242176.836080,0,3127.000000,FEASIBLE
dense_100,6,11,1,242911.836080,0,2796.000000,FEASIBLE
dense_100,6,11,2,242727.836080,0,2819.000000,FEASIBLE
dense_100,6,11,3,242048.836080,0,2767.000000,FEASIBLE
dense_100,6,11,4,243075.836080,0,2567.000000,FEASIBLE
dense_100,7,10,0,250571.836080,0,2918.000000,FEASIBLE
dense_100,7,10,1,249173.836080,0,2802.000000,FEASIBLE
dense_100,7,10,2,250624.836080,0,2603.000000,FEASIBLE
dense_100,7,10,3,250878.836080,0,2264.000000,FEASIBLE
dense_100,7,10,4,249017.836080,0,2254.000000,FEASIBLE
dense_100,7,11,0,249726.836080,0,2308.000000,FEASIBLE
dense_100,7,11,1,249489.836080,0,2714.000000,FEASIBLE
dense_100,7,11,2,249016.836080,0,2339.000000,FEASIBLE
dense_100,7,11,3,249554.836080,0,2271.000000,FEASIBLE
dense_100,7,11,4,249267.836080,0,2271.000000,FEASIBLE
dense_100,8,10,0,255558.836080,0,2589.000000,FEASIBLE
dense_100,8,10,1,255157.836080,0,2313.000000,FEASIBLE
dense_100,8,10,2,255118.836080,0,2125.000000,FEASIBLE
dense_100,8,10,3,255276.836080,0,2416.000000,FEASIBLE
dense_100,8,10,4,254074.836080,0,2277.000000,FEASIBLE
dense_100,8,11,0,253953.836080,0,2471.000000,FEASIBLE
dense_100,8,11,1,254349.836080,0,2544.000000,FEASIBLE
dense_100,8,11,2,254726.836080,0,2302.000000,FEASIBLE
dense_100,8,11,3,254911.836080,0,2460.000000,FEASIBLE
dense_100,8,11,4,254895.836080,0,2663.000000,FEASIBLE
dense_75,6,10,0,137086.248331,0,1815.000000,FEASIBLE
dense_75,6,10,1,135825.248331,0,1758.000000,FEASIBLE
dense_75,6,10,2,137065.248331,0,1614.000000,FEASIBLE
dense_75,6,10,3,135707.248331,0,1966.000000,FEASIBLE
dense_75,6,10,4,136011.248331,0,1623.000000,FEASIBLE
dense_75,6,11,0,136862.248331,0,1605.000000,FEASIBLE
dense_75,6,11,1,135363.248331,0,1667.000000,FEASIBLE
dense_75,6,11,2,135949.248331,0,1923.000000,FEASIBLE
dense_75,6,11,3,135995.248331,0,1746.000000,FEASIBLE
dense_75,6,11,4,136132.248331,0,1736.000000,FEASIBLE
dense_75,7,10,0,140175.248331,0,1637.000000,FEASIBLE
dense_75,7,10,1,140336.248331,0,1483.000000,FEASIBLE
dense_75,7,10,2,140940.248331,0,1635.000000,FEASIBLE
dense_75,7,10,3,140897.248331,0,1651.000000,FEASIBLE
dense_75,7,10,4,140536.248331,0,1586.000000,FEASIBLE
dense_75,7,11,0,139200.248331,0,1670.000000,FEASIBLE
dense_75,7,11,1,139015.248331,0,1902.000000,FEASIBLE
dense_75,7,11,2,139706.248331,0,1651.000000,FEASIBLE
dense_75,7,11,3,139686.248331,0,1732.000000,FEASIBLE
dense_75,7,11,4,139347.248331,0,2029.000000,FEASIBLE
dense_75,8,10,0,143680.248331,0,1490.000000,FEASIBLE
dense_75,8,10,1,142755.248331,0,1785.000000,FEASIBLE
dense_75,8,10,2,142689.248331,0,1691.000000,FEASIBLE
dense_75,8,10,3,143451.248331,0,1472.000000,FEASIBLE
dense_75,8,10,4,141945.248331,0,1556.000000,FEASIBLE
dense_75,8,11,0,139104.248331,0,1575.000000,FEASIBLE
dense_75,8,11,1,142328.248331,0,1714.000000,FEASIBLE
dense_75,8,11,2,138908.248331,0,1490.000000,FEASIBLE
dense_75,8,11,3,140563.248331,0,1634.000000,FEASIBLE
dense_75,8,11,4,141825.248331,0,1567.000000,FEASIBLE
dense_95,6,10,0,218508.091160,0,2248.000000,FEASIBLE
dense_95,6,10,1,215544.091160,0,2490.000000,FEASIBLE
dense_95,6,10,2,215222.091160,0,2711.000000,FEASIBLE
dense_95,6,10,3,214712.091160,0,2629.000000,FEASIBLE
dense_95,6,10,4,217737.091160,0,2542.000000,FEASIBLE
dense_95,6,11,0,215361.091160,0,2383.000000,FEASIBLE
dense_95,6,11,1,216829.091160,0,2523.000000,FEASIBLE
dense_95,6,11,2,215497.091160,0,2295.000000,FEASIBLE
dense_95,6,11,3,216322.091160,0,2641.000000,FEASIBLE
dense_95,6,11,4,216101.091160,0,2341.000000,FEASIBLE
dense_95,7,10,0,220584.091160,0,2305.000000,FEASIBLE
dense_95,7,10,1,220320.091160,0,2469.000000,FEASIBLE
dense_95,7,10,2,222878.091160,0,2301.000000,FEASIBLE
dense_95,7,10,3,219852.091160,0,2345.000000,FEASIBLE
dense_95,7,10,4,223222.091160,0,2448.000000,FEASIBLE
dense_95,7,11,0,222686.091160,0,2349.000000,FEASIBLE
dense_95,7,11,1,222857.091160,0,2442.000000,FEASIBLE
dense_95,7,11,2,223332.091160,0,2137.000000,FEASIBLE
dense_95,7,11,3,220638.091160,0,2676.000000,FEASIBLE
dense_95,7,11,4,222737.091160,0,2477.000000,FEASIBLE
dense_95,8,10,0,225473.091160,0,2176.000000,FEASIBLE
dense_95,8,10,1,224114.091160,0,2307.000000,FEASIBLE
dense_95,8,10,2,224395.091160,0,2140.000000,FEASIBLE
dense_95,8,10,3,226512.091160,0,2303.000000,FEASIBLE
dense_95,8,10,4,224301.091160,0,2087.000000,FEASIBLE
dense_95,8,11,0,227507.091160,0,2558.000000,FEASIBLE
dense_95,8,11,1,228010.091160,0,2517.000000,FEASIBLE
dense_95,8,11,2,227628.091160,0,2082.000000,FEASIBLE
dense_95,8,11,3,227493.091160,0,2116.000000,FEASIBLE
dense_95,8,11,4,226858.091160,0,2160.000000,FEASIBLE
