data,k,alpha,run idx,result,violation,time, status
dense_50,6,6,1,60214.197142,0,371.000000,FEASIBLE
dense_50,6,6,2,60360.197142,0,435.000000,FEASIBLE
dense_50,6,6,3,60450.197142,0,429.000000,FEASIBLE
dense_50,6,6,4,60436.197142,0,342.000000,FEASIBLE
dense_60,4,5,0,78599.018753,0,579.000000,FEASIBLE
dense_60,4,5,1,78097.018753,0,558.000000,FEASIBLE
dense_60,4,5,2,78195.018753,0,718.000000,FEASIBLE
dense_60,4,5,3,77629.018753,0,561.000000,FEASIBLE
dense_60,4,5,4,77725.018753,0,688.000000,FEASIBLE
dense_60,4,6,0,78501.018753,0,753.000000,FEASIBLE
dense_60,4,6,1,78188.018753,0,624.000000,FEASIBLE
dense_60,4,6,2,78259.018753,0,737.000000,FEASIBLE
dense_60,4,6,3,78891.018753,0,648.000000,FEASIBLE
dense_60,4,6,4,78498.018753,0,874.000000,FEASIBLE
dense_60,5,5,0,84520.018753,0,545.000000,FEASIBLE
dense_60,5,5,1,83756.018753,0,688.000000,FEASIBLE
dense_60,5,5,2,84309.018753,0,640.000000,FEASIBLE
dense_60,5,5,3,83719.018753,0,525.000000,FEASIBLE
dense_60,5,5,4,84393.018753,0,550.000000,FEASIBLE
dense_60,5,6,0,83480.018753,0,628.000000,FEASIBLE
dense_60,5,6,1,83916.018753,0,525.000000,FEASIBLE
dense_60,5,6,2,83212.018753,0,484.000000,FEASIBLE
dense_60,5,6,3,82969.018753,0,630.000000,FEASIBLE
dense_60,5,6,4,83603.018753,0,549.000000,FEASIBLE
dense_60,6,5,0,87555.018753,0,527.000000,FEASIBLE
dense_60,6,5,1,87988.018753,0,525.000000,FEASIBLE
dense_60,6,5,2,87748.018753,0,638.000000,FEASIBLE
dense_60,6,5,3,86918.018753,0,460.000000,FEASIBLE
dense_60,6,5,4,87105.018753,0,591.000000,FEASIBLE
dense_60,6,6,0,87476.018753,0,570.000000,FEASIBLE
dense_60,6,6,1,87565.018753,0,557.000000,FEASIBLE
dense_60,6,6,2,87822.018753,0,517.000000,FEASIBLE
dense_60,6,6,3,86897.018753,0,621.000000,FEASIBLE
dense_60,6,6,4,87770.018753,0,698.000000,FEASIBLE
dense_65,4,5,0,91698.244540,0,878.000000,FEASIBLE
dense_65,4,5,1,92345.244540,0,899.000000,FEASIBLE
dense_65,4,5,2,91292.244540,0,647.000000,FEASIBLE
dense_65,4,5,3,91515.244540,0,785.000000,FEASIBLE
dense_65,4,5,4,92058.244540,0,975.000000,FEASIBLE
dense_65,4,6,0,91723.244540,0,772.000000,FEASIBLE
dense_65,4,6,1,91267.244540,0,672.000000,FEASIBLE
dense_65,4,6,2,91372.244540,0,707.000000,FEASIBLE
dense_65,4,6,3,91670.244540,0,710.000000,FEASIBLE
dense_65,4,6,4,92268.244540,0,663.000000,FEASIBLE
