data,k,alpha,run idx,result,violation,time, status
V_62_E_1891_distance,7,4,1,1870.547614,0,21.000000,FEASIBLE
V_62_E_1891_distance,7,4,2,1869.974132,0,19.000000,FEASIBLE
V_62_E_1891_distance,7,4,3,1869.982162,0,19.000000,FEASIBLE
V_62_E_1891_distance,7,4,4,1869.200881,0,19.000000,FEASIBLE
V_62_E_1891_distance,7,5,0,1863.020217,0,20.000000,FEASIBLE
V_62_E_1891_distance,7,5,1,1864.347574,0,19.000000,FEASIBLE
V_62_E_1891_distance,7,5,2,1856.788094,0,20.000000,FEASIBLE
V_62_E_1891_distance,7,5,3,1863.254652,0,20.000000,FEASIBLE
V_62_E_1891_distance,7,5,4,1857.427412,0,19.000000,FEASIBLE
V_62_E_1891_weight,2,4,0,814.693729,0,6.000000,FEASIBLE
V_62_E_1891_weight,2,4,1,814.693729,0,7.000000,FEASIBLE
V_62_E_1891_weight,2,4,2,814.693729,0,13.000000,FEASIBLE
V_62_E_1891_weight,2,4,3,814.693729,0,13.000000,FEASIBLE
V_62_E_1891_weight,2,4,4,814.693729,0,14.000000,FEASIBLE
V_62_E_1891_weight,2,5,0,814.693729,0,12.000000,FEASIBLE
V_62_E_1891_weight,2,5,1,814.693729,0,13.000000,FEASIBLE
V_62_E_1891_weight,2,5,2,814.693729,0,13.000000,FEASIBLE
V_62_E_1891_weight,2,5,3,814.693729,0,12.000000,FEASIBLE
V_62_E_1891_weight,2,5,4,814.693729,0,12.000000,FEASIBLE
V_62_E_1891_weight,3,4,0,1104.627490,0,17.000000,FEASIBLE
V_62_E_1891_weight,3,4,1,1100.146115,0,17.000000,FEASIBLE
V_62_E_1891_weight,3,4,2,1102.846543,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,4,3,1103.747747,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,4,4,1100.350665,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,5,0,1095.936588,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,5,1,1097.440958,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,5,2,1098.842247,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,5,3,1095.671242,0,18.000000,FEASIBLE
V_62_E_1891_weight,3,5,4,1096.056575,0,18.000000,FEASIBLE
V_62_E_1891_weight,5,4,0,1336.605732,0,22.000000,FEASIBLE
V_62_E_1891_weight,5,4,1,1330.524432,0,26.000000,FEASIBLE
V_62_E_1891_weight,5,4,2,1330.904533,0,27.000000,FEASIBLE
V_62_E_1891_weight,5,4,3,1329.213771,0,28.000000,FEASIBLE
V_62_E_1891_weight,5,4,4,1336.204923,0,27.000000,FEASIBLE
V_62_E_1891_weight,5,5,0,1327.497113,0,21.000000,FEASIBLE
V_62_E_1891_weight,5,5,1,1329.129454,0,14.000000,FEASIBLE
V_62_E_1891_weight,5,5,2,1326.593117,0,14.000000,FEASIBLE
V_62_E_1891_weight,5,5,3,1320.793122,0,14.000000,FEASIBLE
V_62_E_1891_weight,5,5,4,1326.041765,0,14.000000,FEASIBLE
V_62_E_1891_weight,7,4,0,1429.193726,0,20.000000,FEASIBLE
V_62_E_1891_weight,7,4,1,1429.047976,0,19.000000,FEASIBLE
V_62_E_1891_weight,7,4,2,1433.383120,0,19.000000,FEASIBLE
V_62_E_1891_weight,7,4,3,1427.288531,0,20.000000,FEASIBLE
V_62_E_1891_weight,7,4,4,1426.954652,0,20.000000,FEASIBLE
V_62_E_1891_weight,7,5,0,1421.561362,0,21.000000,FEASIBLE
V_62_E_1891_weight,7,5,1,1418.623136,0,19.000000,FEASIBLE
V_62_E_1891_weight,7,5,2,1422.370114,0,20.000000,FEASIBLE
V_62_E_1891_weight,7,5,3,1419.856837,0,20.000000,FEASIBLE
V_62_E_1891_weight,7,5,4,1421.656089,0,19.000000,FEASIBLE
USAir_332,2,4,0,6.860900,0,1643.000000,FEASIBLE
USAir_332,2,4,1,6.858600,0,1628.000000,FEASIBLE
USAir_332,2,4,2,6.858600,0,1621.000000,FEASIBLE
USAir_332,2,4,3,6.860900,0,2075.000000,FEASIBLE
USAir_332,2,4,4,6.775400,0,1644.000000,FEASIBLE
USAir_332,2,5,0,6.858600,0,1605.000000,FEASIBLE
USAir_332,2,5,1,6.775400,0,1628.000000,FEASIBLE
USAir_332,2,5,2,6.775400,0,1630.000000,FEASIBLE
USAir_332,2,5,3,6.860900,0,1632.000000,FEASIBLE
USAir_332,2,5,4,6.775400,0,1616.000000,FEASIBLE
USAir_332,3,4,0,41.841500,0,2195.000000,FEASIBLE
USAir_332,3,4,1,42.011800,0,2213.000000,FEASIBLE
USAir_332,3,4,2,44.074700,0,2410.000000,FEASIBLE
USAir_332,3,4,3,46.771300,0,2333.000000,FEASIBLE
USAir_332,3,4,4,40.386400,0,2205.000000,FEASIBLE
USAir_332,3,5,0,20.847000,0,2207.000000,FEASIBLE
USAir_332,3,5,1,19.527300,0,2216.000000,FEASIBLE
USAir_332,3,5,2,17.613200,0,2210.000000,FEASIBLE
USAir_332,3,5,3,19.072600,0,2216.000000,FEASIBLE
USAir_332,3,5,4,21.675200,0,2207.000000,FEASIBLE
USAir_332,5,4,0,61.718700,0,2713.000000,FEASIBLE
USAir_332,5,4,1,51.477800,0,2554.000000,FEASIBLE
USAir_332,5,4,2,57.381400,0,2566.000000,FEASIBLE
USAir_332,5,4,3,57.517000,0,2648.000000,FEASIBLE
USAir_332,5,4,4,54.376600,0,2653.000000,FEASIBLE
USAir_332,5,5,0,74.199300,0,2582.000000,FEASIBLE
USAir_332,5,5,1,67.362100,0,2552.000000,FEASIBLE
USAir_332,5,5,2,64.589700,0,2562.000000,FEASIBLE
USAir_332,5,5,3,71.328500,0,2560.000000,FEASIBLE
USAir_332,5,5,4,80.717400,0,2703.000000,FEASIBLE
USAir_332,7,4,0,78.516900,0,2730.000000,FEASIBLE
USAir_332,7,4,1,80.563600,0,2723.000000,FEASIBLE
USAir_332,7,4,2,84.811600,0,2730.000000,FEASIBLE
USAir_332,7,4,3,84.221000,0,2614.000000,FEASIBLE
USAir_332,7,4,4,74.798700,0,2778.000000,FEASIBLE
USAir_332,7,5,0,76.185100,0,3046.000000,FEASIBLE
USAir_332,7,5,1,84.864200,0,2786.000000,FEASIBLE
USAir_332,7,5,2,75.418500,0,2765.000000,FEASIBLE
USAir_332,7,5,3,69.201300,0,2762.000000,FEASIBLE
USAir_332,7,5,4,85.577300,0,2769.000000,FEASIBLE
