data,k,alpha,run idx,result,violation,time, status
dense_50,6,6,1,59126.437676,0,41.000000,FEASIBLE
dense_50,6,6,2,59166.704534,0,26.000000,FEASIBLE
dense_50,6,6,3,59090.022696,0,23.000000,FEASIBLE
dense_50,6,6,4,59221.301222,0,29.000000,FEASIBLE
dense_55,4,5,0,64309.607825,0,20.000000,FEASIBLE
dense_55,4,5,1,64351.416111,0,23.000000,FEASIBLE
dense_55,4,5,2,64269.015515,0,60.000000,FEASIBLE
dense_55,4,5,3,64168.337984,0,23.000000,FEASIBLE
dense_55,4,5,4,63941.674338,0,16.000000,FEASIBLE
dense_55,4,6,0,64387.938347,0,18.000000,FEASIBLE
dense_55,4,6,1,64226.771174,0,15.000000,FEASIBLE
dense_55,4,6,2,64744.495720,0,18.000000,FEASIBLE
dense_55,4,6,3,64190.316283,0,16.000000,FEASIBLE
dense_55,4,6,4,64215.426999,0,13.000000,FEASIBLE
dense_55,5,5,0,68201.696421,0,27.000000,FEASIBLE
dense_55,5,5,1,68367.133802,0,28.000000,FEASIBLE
dense_55,5,5,2,68228.797279,0,19.000000,FEASIBLE
dense_55,5,5,3,68381.950181,0,25.000000,FEASIBLE
dense_55,5,5,4,68076.787769,0,26.000000,FEASIBLE
dense_55,5,6,0,68086.972172,0,18.000000,FEASIBLE
dense_55,5,6,1,68183.043194,0,25.000000,FEASIBLE
dense_55,5,6,2,67963.781229,0,23.000000,FEASIBLE
dense_55,5,6,3,67982.000542,0,30.000000,FEASIBLE
dense_55,5,6,4,68169.595345,0,23.000000,FEASIBLE
dense_55,6,5,0,71716.018807,0,27.000000,FEASIBLE
dense_55,6,5,1,71238.655476,0,26.000000,FEASIBLE
dense_55,6,5,2,71837.310867,0,28.000000,FEASIBLE
dense_55,6,5,3,71488.577288,0,18.000000,FEASIBLE
dense_55,6,5,4,71614.694847,0,18.000000,FEASIBLE
dense_55,6,6,0,72453.284620,0,21.000000,FEASIBLE
dense_55,6,6,1,71913.718263,0,19.000000,FEASIBLE
dense_55,6,6,2,72381.904046,0,37.000000,FEASIBLE
dense_55,6,6,3,72079.254822,0,24.000000,FEASIBLE
dense_55,6,6,4,72080.684457,0,28.000000,FEASIBLE
dense_60,4,5,0,76228.011973,0,45.000000,FEASIBLE
dense_60,4,5,1,76421.676918,0,18.000000,FEASIBLE
dense_60,4,5,2,76410.558525,0,15.000000,FEASIBLE
dense_60,4,5,3,76703.391187,0,24.000000,FEASIBLE
dense_60,4,5,4,76238.882871,0,19.000000,FEASIBLE
dense_60,4,6,0,75974.705130,0,16.000000,FEASIBLE
dense_60,4,6,1,75958.151814,0,17.000000,FEASIBLE
dense_60,4,6,2,76359.739725,0,22.000000,FEASIBLE
dense_60,4,6,3,75956.132714,0,16.000000,FEASIBLE
dense_60,4,6,4,76453.487336,0,16.000000,FEASIBLE
dense_60,5,5,0,82326.467910,0,28.000000,FEASIBLE
dense_60,5,5,1,81936.606175,0,17.000000,FEASIBLE
dense_60,5,5,2,81809.043689,0,17.000000,FEASIBLE
dense_60,5,5,3,81934.583592,0,19.000000,FEASIBLE
dense_60,5,5,4,82087.080646,0,18.000000,FEASIBLE
dense_60,5,6,0,81563.843128,0,26.000000,FEASIBLE
dense_60,5,6,1,81712.995932,0,27.000000,FEASIBLE
dense_60,5,6,2,81655.792495,0,30.000000,FEASIBLE
dense_60,5,6,3,81367.360068,0,32.000000,FEASIBLE
dense_60,5,6,4,81843.497345,0,24.000000,FEASIBLE
dense_60,6,5,0,85412.091016,0,26.000000,FEASIBLE
dense_60,6,5,1,85842.555144,0,28.000000,FEASIBLE
dense_60,6,5,2,85557.507012,0,28.000000,FEASIBLE
dense_60,6,5,3,85532.114957,0,35.000000,FEASIBLE
dense_60,6,5,4,85464.532216,0,38.000000,FEASIBLE
dense_60,6,6,0,85162.714020,0,22.000000,FEASIBLE
dense_60,6,6,1,85129.619146,0,23.000000,FEASIBLE
dense_60,6,6,2,84930.508738,0,27.000000,FEASIBLE
dense_60,6,6,3,85390.833085,0,27.000000,FEASIBLE
dense_60,6,6,4,85284.667417,0,25.000000,FEASIBLE
dense_65,4,5,0,90604.047776,0,35.000000,FEASIBLE
dense_65,4,5,1,91749.307885,0,18.000000,FEASIBLE
dense_65,4,5,2,91286.206174,0,18.000000,FEASIBLE
dense_65,4,5,3,90027.049101,0,19.000000,FEASIBLE
dense_65,4,5,4,90223.376995,0,18.000000,FEASIBLE
dense_65,4,6,0,90896.677450,0,17.000000,FEASIBLE
dense_65,4,6,1,91073.653949,0,19.000000,FEASIBLE
dense_65,4,6,2,91258.145552,0,17.000000,FEASIBLE
dense_65,4,6,3,90797.285743,0,19.000000,FEASIBLE
dense_65,4,6,4,90210.091811,0,19.000000,FEASIBLE
dense_65,5,5,0,96279.327892,0,21.000000,FEASIBLE
dense_65,5,5,1,96293.822290,0,29.000000,FEASIBLE
dense_65,5,5,2,96411.264050,0,47.000000,FEASIBLE
dense_65,5,5,3,96007.731859,0,32.000000,FEASIBLE
dense_65,5,5,4,95945.979122,0,25.000000,FEASIBLE
dense_65,5,6,0,95781.406850,0,21.000000,FEASIBLE
dense_65,5,6,1,96061.431658,0,19.000000,FEASIBLE
dense_65,5,6,2,95520.181483,0,30.000000,FEASIBLE
dense_65,5,6,3,95884.800969,0,30.000000,FEASIBLE
dense_65,5,6,4,95977.732494,0,36.000000,FEASIBLE
dense_65,6,5,0,100456.568771,0,28.000000,FEASIBLE
dense_65,6,5,1,100873.005203,0,25.000000,FEASIBLE
dense_65,6,5,2,101257.068003,0,32.000000,FEASIBLE
dense_65,6,5,3,100283.697996,0,25.000000,FEASIBLE
dense_65,6,5,4,100366.389989,0,41.000000,FEASIBLE
dense_65,6,6,0,101919.442017,0,31.000000,FEASIBLE
dense_65,6,6,1,100850.168982,0,25.000000,FEASIBLE
dense_65,6,6,2,100595.413808,0,26.000000,FEASIBLE
dense_65,6,6,3,100992.166990,0,31.000000,FEASIBLE
dense_65,6,6,4,100293.081965,0,30.000000,FEASIBLE
dense_70,4,5,0,104814.455851,0,32.000000,FEASIBLE
dense_70,4,5,1,104820.036580,0,22.000000,FEASIBLE
dense_70,4,5,2,104765.236017,0,50.000000,FEASIBLE
dense_70,4,5,3,105190.117878,0,29.000000,FEASIBLE
dense_70,4,5,4,104683.650160,0,33.000000,FEASIBLE
dense_70,4,6,0,104473.799420,0,31.000000,FEASIBLE
dense_70,4,6,1,104933.582024,0,23.000000,FEASIBLE
dense_70,4,6,2,104471.806224,0,26.000000,FEASIBLE
dense_70,4,6,3,105086.912633,0,32.000000,FEASIBLE
dense_70,4,6,4,105442.065010,0,39.000000,FEASIBLE
dense_70,5,5,0,112083.992135,0,40.000000,FEASIBLE
dense_70,5,5,1,112589.045783,0,36.000000,FEASIBLE
dense_70,5,5,2,112535.989845,0,38.000000,FEASIBLE
dense_70,5,5,3,112153.195084,0,33.000000,FEASIBLE
dense_70,5,5,4,112356.263369,0,27.000000,FEASIBLE
dense_70,5,6,0,111953.876510,0,22.000000,FEASIBLE
dense_70,5,6,1,112112.958726,0,29.000000,FEASIBLE
dense_70,5,6,2,111922.493820,0,29.000000,FEASIBLE
dense_70,5,6,3,112115.073959,0,25.000000,FEASIBLE
dense_70,5,6,4,112217.352654,0,25.000000,FEASIBLE
dense_70,6,5,0,118208.865110,0,26.000000,FEASIBLE
dense_70,6,5,1,117194.879051,0,39.000000,FEASIBLE
dense_70,6,5,2,117927.216893,0,33.000000,FEASIBLE
dense_70,6,5,3,117873.696792,0,31.000000,FEASIBLE
dense_70,6,5,4,118004.134314,0,39.000000,FEASIBLE
dense_70,6,6,0,118092.120718,0,32.000000,FEASIBLE
dense_70,6,6,1,117122.355745,0,30.000000,FEASIBLE
dense_70,6,6,2,117058.207187,0,33.000000,FEASIBLE
dense_70,6,6,3,117271.549148,0,32.000000,FEASIBLE
dense_70,6,6,4,117413.920130,0,34.000000,FEASIBLE
