data,k,alpha,run idx,result,violation,time, status
dense_500,6,11,0,6184807.623913,0,11636.000000,FEASIBLE
dense_500,6,11,1,6163202.122862,0,11057.000000,FEASIBLE
dense_500,6,11,2,6158853.515349,0,11508.000000,FEASIBLE
dense_500,6,11,3,6164008.616266,0,11492.000000,FEASIBLE
dense_500,6,11,4,6163754.586875,0,12422.000000,FEASIBLE
dense_500,7,10,0,6346352.587929,0,11795.000000,FEASIBLE
dense_500,7,10,1,6349603.301415,0,13699.000000,FEASIBLE
dense_500,7,10,2,6359687.229409,0,11279.000000,FEASIBLE
dense_500,7,10,3,6356007.675963,0,12126.000000,FEASIBLE
dense_500,7,10,4,6348151.245674,0,11741.000000,FEASIBLE
dense_500,7,11,0,6342964.488239,0,12065.000000,FEASIBLE
dense_500,7,11,1,6350647.273909,0,11794.000000,FEASIBLE
dense_500,7,11,2,6350875.149040,0,10920.000000,FEASIBLE
dense_500,7,11,3,6334815.317290,0,12118.000000,FEASIBLE
dense_500,7,11,4,6343554.751366,0,11746.000000,FEASIBLE
dense_500,8,10,0,6488186.196962,0,12169.000000,FEASIBLE
dense_500,8,10,1,6493737.578312,0,11864.000000,FEASIBLE
dense_500,8,10,2,6472272.675753,0,11989.000000,FEASIBLE
dense_500,8,10,3,6468592.059834,0,10888.000000,FEASIBLE
dense_500,8,10,4,6495983.367776,0,11408.000000,FEASIBLE
dense_500,8,11,0,6479625.839106,0,12697.000000,FEASIBLE
dense_500,8,11,1,6484255.462797,0,11071.000000,FEASIBLE
dense_500,8,11,2,6477646.491156,0,10887.000000,FEASIBLE
dense_500,8,11,3,6457625.745987,0,10691.000000,FEASIBLE
dense_500,8,11,4,6489048.245014,0,11026.000000,FEASIBLE
dense_900,6,10,0,20038145.926184,0,118672.000000,FEASIBLE
dense_900,6,10,1,20056208.370690,0,119492.000000,FEASIBLE
dense_900,6,10,2,20074279.676740,0,120870.000000,FEASIBLE
dense_900,6,10,3,20041950.973569,0,121002.000000,FEASIBLE
dense_900,6,10,4,20012160.064467,0,122212.000000,FEASIBLE
dense_900,6,11,0,20048780.882206,0,121515.000000,FEASIBLE
dense_900,6,11,1,20062032.494430,0,123627.000000,FEASIBLE
dense_900,6,11,2,20034867.005585,0,119380.000000,FEASIBLE
dense_900,6,11,3,20032191.986891,0,121951.000000,FEASIBLE
dense_900,6,11,4,20044362.872969,0,120539.000000,FEASIBLE
dense_900,7,10,0,20618016.849450,0,124552.000000,FEASIBLE
dense_900,7,10,1,20677787.273112,0,121551.000000,FEASIBLE
dense_900,7,10,2,20662510.907536,0,124684.000000,FEASIBLE
dense_900,7,10,3,20629108.336545,0,125034.000000,FEASIBLE
dense_900,7,10,4,20671402.897168,0,123485.000000,FEASIBLE
dense_900,7,11,0,20653503.469657,0,122814.000000,FEASIBLE
dense_900,7,11,1,20644227.326398,0,125650.000000,FEASIBLE
dense_900,7,11,2,20663132.649451,0,122899.000000,FEASIBLE
dense_900,7,11,3,20653050.416610,0,124026.000000,FEASIBLE
dense_900,7,11,4,20657322.005980,0,119076.000000,FEASIBLE
dense_900,8,10,0,21101429.507225,0,123928.000000,FEASIBLE
dense_900,8,10,1,21075061.531622,0,121946.000000,FEASIBLE
dense_900,8,10,2,21055741.290428,0,125366.000000,FEASIBLE
dense_900,8,10,3,21100196.072928,0,123029.000000,FEASIBLE
dense_900,8,10,4,21098622.557616,0,124556.000000,FEASIBLE
dense_900,8,11,0,21125982.138446,0,131730.000000,FEASIBLE
dense_900,8,11,1,21086756.772635,0,133129.000000,FEASIBLE
dense_900,8,11,2,21067237.436029,0,124915.000000,FEASIBLE
dense_900,8,11,3,21086915.033941,0,124924.000000,FEASIBLE
dense_900,8,11,4,21097624.616748,0,124235.000000,FEASIBLE
